task_id,sample_id,category,model_a,model_b,completed,current_ratings,judges,choices,model_a_wins,model_b_wins,ties
1055,people_daily_054_single,people_daily,cogfun,kling,0,0,,,0,0,0
1056,people_daily_054_single,people_daily,cogvideo5b,kling,0,0,,,0,0,0
1057,people_daily_055_single,people_daily,cogvideo5b,kling,0,0,,,0,0,0
1058,people_daily_055_single,people_daily,cogvideo5b,wan21,0,0,,,0,0,0
1059,people_daily_055_single,people_daily,kling,wan21,0,0,,,0,0,0
1060,people_daily_056_single,people_daily,cogvideo5b,kling,0,0,,,0,0,0
1061,people_daily_057_multi,people_daily,cogfun,vidu,0,0,,,0,0,0
1062,people_daily_057_multi,people_daily,cogfun,wan21,0,0,,,0,0,0
1063,people_daily_057_multi,people_daily,vidu,wan21,0,0,,,0,0,0
1064,people_daily_057_single,people_daily,cogvideo5b,videocrafter,0,0,,,0,0,0
1065,people_daily_058_single,people_daily,vidu,wan21,0,0,,,0,0,0
1066,people_daily_059_single,people_daily,cogfun,cogvideo5b,0,0,,,0,0,0
1067,people_daily_059_single,people_daily,cogfun,wan21,0,0,,,0,0,0
1068,people_daily_059_single,people_daily,cogvideo5b,wan21,0,0,,,0,0,0
1069,people_daily_060_single,people_daily,cogfun,vidu,0,0,,,0,0,0
1070,people_daily_060_single,people_daily,cogfun,wan21,0,0,,,0,0,0
1071,people_daily_060_single,people_daily,vidu,wan21,0,0,,,0,0,0
1072,people_daily_061_single,people_daily,cogfun,kling,0,0,,,0,0,0
1073,people_daily_061_single,people_daily,cogfun,wan21,0,0,,,0,0,0
1074,people_daily_061_single,people_daily,kling,wan21,0,0,,,0,0,0
1075,people_daily_063_single,people_daily,cogfun,cogvideo5b,0,0,,,0,0,0
1076,people_daily_063_single,people_daily,cogfun,wan21,0,0,,,0,0,0
1077,people_daily_063_single,people_daily,cogvideo5b,wan21,0,0,,,0,0,0
1078,people_daily_064_single,people_daily,cogfun,videocrafter,0,0,,,0,0,0
1079,people_daily_068_single,people_daily,cogfun,wan21,0,0,,,0,0,0
1080,people_daily_069_multi,people_daily,jimeng,kling,0,0,,,0,0,0
1081,people_daily_069_multi,people_daily,jimeng,videocrafter,0,0,,,0,0,0
1082,people_daily_069_multi,people_daily,kling,videocrafter,0,0,,,0,0,0
1083,people_daily_069_single,people_daily,kling,videocrafter,0,0,,,0,0,0
1084,people_daily_072_single,people_daily,cogvideo5b,sora2,0,0,,,0,0,0
1085,people_daily_072_single,people_daily,cogvideo5b,videocrafter,0,0,,,0,0,0
1086,people_daily_072_single,people_daily,sora2,videocrafter,0,0,,,0,0,0
1087,people_daily_073_single,people_daily,cogvideo5b,vidu,0,0,,,0,0,0
1088,people_daily_073_single,people_daily,cogvideo5b,wan21,0,0,,,0,0,0
1089,people_daily_073_single,people_daily,vidu,wan21,0,0,,,0,0,0
1090,people_daily_074_single,people_daily,cogfun,kling,0,0,,,0,0,0
1091,people_daily_074_single,people_daily,cogfun,sora2,0,0,,,0,0,0
1092,people_daily_074_single,people_daily,cogfun,videocrafter,0,0,,,0,0,0
1093,people_daily_074_single,people_daily,cogfun,vidu,0,0,,,0,0,0
1094,people_daily_074_single,people_daily,kling,sora2,0,0,,,0,0,0
1095,people_daily_074_single,people_daily,kling,videocrafter,0,0,,,0,0,0
1096,people_daily_074_single,people_daily,kling,vidu,0,0,,,0,0,0
1097,people_daily_074_single,people_daily,sora2,videocrafter,0,0,,,0,0,0
1098,people_daily_074_single,people_daily,sora2,vidu,0,0,,,0,0,0
1099,people_daily_074_single,people_daily,videocrafter,vidu,0,0,,,0,0,0
1100,people_daily_075_multi,people_daily,cogfun,cogvideo5b,0,0,,,0,0,0
1101,people_daily_075_multi,people_daily,cogfun,kling,0,0,,,0,0,0
1102,people_daily_075_multi,people_daily,cogvideo5b,kling,0,0,,,0,0,0
1103,people_daily_076_multi,people_daily,cogfun,vidu,0,0,,,0,0,0
1104,people_daily_076_multi,people_daily,cogfun,wan21,0,0,,,0,0,0
1105,people_daily_076_multi,people_daily,vidu,wan21,0,0,,,0,0,0
1106,people_daily_081_multi,people_daily,cogvideo5b,kling,0,0,,,0,0,0
1107,people_daily_081_multi,people_daily,cogvideo5b,vidu,0,0,,,0,0,0
1108,people_daily_081_multi,people_daily,kling,vidu,0,0,,,0,0,0
1109,sports_competition_001_multi,sports_competition,cogvideo5b,vidu,0,0,,,0,0,0
1110,sports_competition_001_single,sports_competition,cogvideo5b,kling,0,0,,,0,0,0
1111,sports_competition_003_multi,sports_competition,vidu,wan21,0,0,,,0,0,0
1112,sports_competition_003_single,sports_competition,cogvideo5b,vidu,0,0,,,0,0,0
1113,sports_competition_003_single,sports_competition,cogvideo5b,wan21,0,0,,,0,0,0
1114,sports_competition_003_single,sports_competition,vidu,wan21,0,0,,,0,0,0
1115,sports_competition_004_single,sports_competition,cogfun,kling,0,0,,,0,0,0
1116,sports_competition_004_single,sports_competition,cogfun,vidu,0,0,,,0,0,0
1117,sports_competition_004_single,sports_competition,cogfun,wan21,0,0,,,0,0,0
1118,sports_competition_004_single,sports_competition,kling,vidu,0,0,,,0,0,0
1119,sports_competition_004_single,sports_competition,kling,wan21,0,0,,,0,0,0
1120,sports_competition_004_single,sports_competition,vidu,wan21,0,0,,,0,0,0
1121,sports_competition_005_single,sports_competition,cogvideo5b,kling,0,0,,,0,0,0
1122,sports_competition_005_single,sports_competition,cogvideo5b,wan21,0,0,,,0,0,0
1123,sports_competition_005_single,sports_competition,kling,wan21,0,0,,,0,0,0
1124,sports_competition_006_single,sports_competition,cogvideo5b,vidu,0,0,,,0,0,0
1125,sports_competition_007_single,sports_competition,kling,videocrafter,0,0,,,0,0,0
1126,sports_competition_007_single,sports_competition,kling,wan21,0,0,,,0,0,0
1127,sports_competition_007_single,sports_competition,videocrafter,wan21,0,0,,,0,0,0
1128,sports_competition_008_multi,sports_competition,cogfun,cogvideo5b,0,0,,,0,0,0
1129,sports_competition_008_single,sports_competition,kling,sora2,0,0,,,0,0,0
1130,sports_competition_009_multi,sports_competition,cogfun,videocrafter,0,0,,,0,0,0
1131,sports_competition_009_multi,sports_competition,cogfun,vidu,0,0,,,0,0,0
1132,sports_competition_009_multi,sports_competition,videocrafter,vidu,0,0,,,0,0,0
1133,sports_competition_009_single,sports_competition,cogvideo5b,kling,0,0,,,0,0,0
1134,sports_competition_009_single,sports_competition,cogvideo5b,videocrafter,0,0,,,0,0,0
1135,sports_competition_009_single,sports_competition,kling,videocrafter,0,0,,,0,0,0
1136,sports_competition_010_single,sports_competition,cogfun,cogvideo5b,0,0,,,0,0,0
1137,sports_competition_010_single,sports_competition,cogfun,videocrafter,0,0,,,0,0,0
1138,sports_competition_010_single,sports_competition,cogvideo5b,videocrafter,0,0,,,0,0,0
1139,sports_competition_011_single,sports_competition,cogvideo5b,wan21,0,0,,,0,0,0
1140,sports_competition_012_single,sports_competition,cogvideo5b,wan21,0,0,,,0,0,0
1141,sports_competition_013_single,sports_competition,cogfun,vidu,0,0,,,0,0,0
1142,sports_competition_014_single,sports_competition,videocrafter,vidu,0,0,,,0,0,0
1143,sports_competition_015_single,sports_competition,videocrafter,vidu,0,0,,,0,0,0
1144,sports_competition_016_single,sports_competition,cogfun,cogvideo5b,0,0,,,0,0,0
1145,sports_competition_016_single,sports_competition,cogfun,vidu,0,0,,,0,0,0
1146,sports_competition_016_single,sports_competition,cogvideo5b,vidu,0,0,,,0,0,0
1147,sports_competition_018_multi,sports_competition,cogfun,kling,0,0,,,0,0,0
1148,sports_competition_018_multi,sports_competition,cogfun,vidu,0,0,,,0,0,0
1149,sports_competition_018_multi,sports_competition,cogfun,wan21,0,0,,,0,0,0
1150,sports_competition_018_multi,sports_competition,kling,vidu,0,0,,,0,0,0
1151,sports_competition_018_multi,sports_competition,kling,wan21,0,0,,,0,0,0
1152,sports_competition_018_multi,sports_competition,vidu,wan21,0,0,,,0,0,0
1153,sports_competition_018_single,sports_competition,cogfun,vidu,0,0,,,0,0,0
1154,sports_competition_019_single,sports_competition,videocrafter,vidu,0,0,,,0,0,0
1155,sports_competition_019_single,sports_competition,videocrafter,wan21,0,0,,,0,0,0
1156,sports_competition_019_single,sports_competition,vidu,wan21,0,0,,,0,0,0
1157,sports_competition_020_multi,sports_competition,cogfun,wan21,0,0,,,0,0,0
1158,sports_competition_020_single,sports_competition,cogvideo5b,vidu,0,0,,,0,0,0
1159,sports_competition_021_single,sports_competition,cogfun,cogvideo5b,0,0,,,0,0,0
1160,sports_competition_021_single,sports_competition,cogfun,vidu,0,0,,,0,0,0
1161,sports_competition_021_single,sports_competition,cogvideo5b,vidu,0,0,,,0,0,0
1162,sports_competition_022_single,sports_competition,cogfun,videocrafter,0,0,,,0,0,0
1163,sports_competition_022_single,sports_competition,cogfun,wan21,0,0,,,0,0,0
1164,sports_competition_022_single,sports_competition,videocrafter,wan21,0,0,,,0,0,0
1165,sports_competition_023_single,sports_competition,cogfun,wan21,0,0,,,0,0,0
1166,sports_competition_024_multi,sports_competition,cogfun,cogvideo5b,0,0,,,0,0,0
1167,sports_competition_024_single,sports_competition,cogvideo5b,sora2,0,0,,,0,0,0
1168,sports_competition_024_single,sports_competition,cogvideo5b,videocrafter,0,0,,,0,0,0
1169,sports_competition_024_single,sports_competition,sora2,videocrafter,0,0,,,0,0,0
1170,sports_competition_025_single,sports_competition,cogfun,videocrafter,0,0,,,0,0,0
1171,sports_competition_026_multi,sports_competition,cogfun,cogvideo5b,0,0,,,0,0,0
1172,sports_competition_026_single,sports_competition,cogvideo5b,vidu,0,0,,,0,0,0
1173,sports_competition_028_single,sports_competition,cogfun,cogvideo5b,0,0,,,0,0,0
1174,sports_competition_028_single,sports_competition,cogfun,vidu,0,0,,,0,0,0
1175,sports_competition_028_single,sports_competition,cogfun,wan21,0,0,,,0,0,0
1176,sports_competition_028_single,sports_competition,cogvideo5b,vidu,0,0,,,0,0,0
1177,sports_competition_028_single,sports_competition,cogvideo5b,wan21,0,0,,,0,0,0
1178,sports_competition_028_single,sports_competition,vidu,wan21,0,0,,,0,0,0
1179,sports_competition_029_single,sports_competition,cogvideo5b,sora2,0,0,,,0,0,0
1180,sports_competition_029_single,sports_competition,cogvideo5b,vidu,0,0,,,0,0,0
1181,sports_competition_029_single,sports_competition,sora2,vidu,0,0,,,0,0,0
1182,sports_competition_030_multi,sports_competition,videocrafter,wan21,0,0,,,0,0,0
1183,sports_competition_030_single,sports_competition,cogfun,jimeng,0,0,,,0,0,0
1184,sports_competition_030_single,sports_competition,cogfun,vidu,0,0,,,0,0,0
1185,sports_competition_030_single,sports_competition,jimeng,vidu,0,0,,,0,0,0
1186,sports_competition_031_multi,sports_competition,cogvideo5b,wan21,0,0,,,0,0,0
1187,sports_competition_031_single,sports_competition,cogfun,cogvideo5b,0,0,,,0,0,0
1188,sports_competition_031_single,sports_competition,cogfun,jimeng,0,0,,,0,0,0
1189,sports_competition_031_single,sports_competition,cogvideo5b,jimeng,0,0,,,0,0,0
1190,sports_competition_032_single,sports_competition,cogfun,cogvideo5b,0,0,,,0,0,0
1191,sports_competition_032_single,sports_competition,cogfun,videocrafter,0,0,,,0,0,0
1192,sports_competition_032_single,sports_competition,cogvideo5b,videocrafter,0,0,,,0,0,0
1193,sports_competition_033_multi,sports_competition,cogvideo5b,kling,0,0,,,0,0,0
1194,sports_competition_033_single,sports_competition,cogfun,kling,0,0,,,0,0,0
1195,sports_competition_033_single,sports_competition,cogfun,vidu,0,0,,,0,0,0
1196,sports_competition_033_single,sports_competition,kling,vidu,0,0,,,0,0,0
1197,sports_competition_034_single,sports_competition,cogfun,kling,0,0,,,0,0,0
1198,sports_competition_035_multi,sports_competition,cogfun,vidu,0,0,,,0,0,0
1199,sports_competition_035_multi,sports_competition,cogfun,wan21,0,0,,,0,0,0
1200,sports_competition_035_multi,sports_competition,vidu,wan21,0,0,,,0,0,0
1201,sports_competition_035_single,sports_competition,cogfun,cogvideo5b,0,0,,,0,0,0
1202,sports_competition_035_single,sports_competition,cogfun,vidu,0,0,,,0,0,0
1203,sports_competition_035_single,sports_competition,cogvideo5b,vidu,0,0,,,0,0,0
1204,sports_competition_038_single,sports_competition,cogfun,cogvideo5b,0,0,,,0,0,0
1205,sports_competition_038_single,sports_competition,cogfun,vidu,0,0,,,0,0,0
1206,sports_competition_038_single,sports_competition,cogfun,wan21,0,0,,,0,0,0
1207,sports_competition_038_single,sports_competition,cogvideo5b,vidu,0,0,,,0,0,0
1208,sports_competition_038_single,sports_competition,cogvideo5b,wan21,0,0,,,0,0,0
1209,sports_competition_038_single,sports_competition,vidu,wan21,0,0,,,0,0,0
1210,sports_competition_039_single,sports_competition,cogfun,videocrafter,0,0,,,0,0,0
1211,sports_competition_041_single,sports_competition,cogvideo5b,vidu,0,0,,,0,0,0
1212,sports_competition_042_single,sports_competition,cogvideo5b,videocrafter,0,0,,,0,0,0
1213,sports_competition_043_single,sports_competition,cogfun,videocrafter,0,0,,,0,0,0
1214,sports_competition_043_single,sports_competition,cogfun,vidu,0,0,,,0,0,0
1215,sports_competition_043_single,sports_competition,videocrafter,vidu,0,0,,,0,0,0
1216,sports_competition_044_single,sports_competition,cogvideo5b,vidu,0,0,,,0,0,0
1217,sports_competition_045_single,sports_competition,cogvideo5b,sora2,0,0,,,0,0,0
1218,sports_competition_045_single,sports_competition,cogvideo5b,vidu,0,0,,,0,0,0
1219,sports_competition_045_single,sports_competition,sora2,vidu,0,0,,,0,0,0
1220,sports_competition_046_multi,sports_competition,cogfun,vidu,0,0,,,0,0,0
1221,sports_competition_046_single,sports_competition,kling,vidu,0,0,,,0,0,0
1222,sports_competition_046_single,sports_competition,kling,wan21,0,0,,,0,0,0
1223,sports_competition_046_single,sports_competition,vidu,wan21,0,0,,,0,0,0
1224,sports_competition_047_single,sports_competition,cogfun,wan21,0,0,,,0,0,0
1225,sports_competition_048_single,sports_competition,vidu,wan21,0,0,,,0,0,0
1226,sports_competition_050_single,sports_competition,cogfun,videocrafter,0,0,,,0,0,0
1227,sports_competition_050_single,sports_competition,cogfun,vidu,0,0,,,0,0,0
1228,sports_competition_050_single,sports_competition,videocrafter,vidu,0,0,,,0,0,0
1229,sports_competition_051_single,sports_competition,kling,videocrafter,0,0,,,0,0,0
1230,sports_competition_051_single,sports_competition,kling,vidu,0,0,,,0,0,0
1231,sports_competition_051_single,sports_competition,kling,wan21,0,0,,,0,0,0
1232,sports_competition_051_single,sports_competition,videocrafter,vidu,0,0,,,0,0,0
1233,sports_competition_051_single,sports_competition,videocrafter,wan21,0,0,,,0,0,0
1234,sports_competition_051_single,sports_competition,vidu,wan21,0,0,,,0,0,0
1235,sports_competition_053_single,sports_competition,videocrafter,vidu,0,0,,,0,0,0
1236,sports_competition_053_single,sports_competition,videocrafter,wan21,0,0,,,0,0,0
1237,sports_competition_053_single,sports_competition,vidu,wan21,0,0,,,0,0,0
1238,sports_competition_054_single,sports_competition,kling,videocrafter,0,0,,,0,0,0
1239,sports_competition_054_single,sports_competition,kling,wan21,0,0,,,0,0,0
1240,sports_competition_054_single,sports_competition,videocrafter,wan21,0,0,,,0,0,0
1241,sports_competition_056_single,sports_competition,kling,sora2,0,0,,,0,0,0
1242,sports_competition_056_single,sports_competition,kling,videocrafter,0,0,,,0,0,0
1243,sports_competition_056_single,sports_competition,kling,wan21,0,0,,,0,0,0
1244,sports_competition_056_single,sports_competition,sora2,videocrafter,0,0,,,0,0,0
1245,sports_competition_056_single,sports_competition,sora2,wan21,0,0,,,0,0,0
1246,sports_competition_056_single,sports_competition,videocrafter,wan21,0,0,,,0,0,0
1247,sports_competition_057_single,sports_competition,cogfun,wan21,0,0,,,0,0,0
1248,sports_competition_058_single,sports_competition,cogfun,videocrafter,0,0,,,0,0,0
1249,transportation_001_multi,transportation,cogvideo5b,vidu,0,0,,,0,0,0
1250,transportation_001_single,transportation,cogvideo5b,videocrafter,0,0,,,0,0,0
1251,transportation_001_single,transportation,cogvideo5b,wan21,0,0,,,0,0,0
1252,transportation_001_single,transportation,videocrafter,wan21,0,0,,,0,0,0
1253,transportation_002_single,transportation,cogvideo5b,wan21,0,0,,,0,0,0
1254,transportation_003_single,transportation,cogfun,cogvideo5b,0,0,,,0,0,0
1255,transportation_003_single,transportation,cogfun,kling,0,0,,,0,0,0
1256,transportation_003_single,transportation,cogvideo5b,kling,0,0,,,0,0,0
1257,transportation_005_multi,transportation,cogvideo5b,wan21,0,0,,,0,0,0
1258,transportation_005_single,transportation,cogfun,kling,0,0,,,0,0,0
1259,transportation_005_single,transportation,cogfun,wan21,0,0,,,0,0,0
1260,transportation_005_single,transportation,kling,wan21,0,0,,,0,0,0
1261,transportation_006_single,transportation,cogfun,vidu,0,0,,,0,0,0
1262,transportation_007_multi,transportation,cogvideo5b,vidu,0,0,,,0,0,0
1263,transportation_007_multi,transportation,cogvideo5b,wan21,0,0,,,0,0,0
1264,transportation_007_multi,transportation,vidu,wan21,0,0,,,0,0,0
1265,transportation_007_single,transportation,cogfun,cogvideo5b,0,0,,,0,0,0
1266,transportation_008_multi,transportation,cogfun,vidu,0,0,,,0,0,0
1267,transportation_008_single,transportation,videocrafter,wan21,0,0,,,0,0,0
1268,transportation_009_single,transportation,cogfun,vidu,0,0,,,0,0,0
1269,transportation_010_multi,transportation,cogfun,wan21,0,0,,,0,0,0
1270,transportation_010_single,transportation,cogvideo5b,videocrafter,0,0,,,0,0,0
1271,transportation_011_single,transportation,cogfun,kling,0,0,,,0,0,0
1272,transportation_011_single,transportation,cogfun,videocrafter,0,0,,,0,0,0
1273,transportation_011_single,transportation,kling,videocrafter,0,0,,,0,0,0
1274,transportation_013_multi,transportation,cogfun,vidu,0,0,,,0,0,0
1275,transportation_013_multi,transportation,cogfun,wan21,0,0,,,0,0,0
1276,transportation_013_multi,transportation,vidu,wan21,0,0,,,0,0,0
1277,transportation_013_single,transportation,jimeng,vidu,0,0,,,0,0,0
1278,transportation_013_single,transportation,jimeng,wan21,0,0,,,0,0,0
1279,transportation_013_single,transportation,vidu,wan21,0,0,,,0,0,0
1280,transportation_015_single,transportation,cogvideo5b,wan21,0,0,,,0,0,0
1281,transportation_016_multi,transportation,cogfun,wan21,0,0,,,0,0,0
1282,transportation_016_single,transportation,cogfun,cogvideo5b,0,0,,,0,0,0
1283,transportation_016_single,transportation,cogfun,sora2,0,0,,,0,0,0
1284,transportation_016_single,transportation,cogvideo5b,sora2,0,0,,,0,0,0
1285,transportation_017_single,transportation,cogfun,cogvideo5b,0,0,,,0,0,0
1286,transportation_020_single,transportation,cogfun,cogvideo5b,0,0,,,0,0,0
1287,transportation_022_multi,transportation,cogfun,sora2,0,0,,,0,0,0
1288,transportation_023_single,transportation,cogfun,vidu,0,0,,,0,0,0
1289,transportation_024_multi,transportation,cogfun,wan21,0,0,,,0,0,0
1290,transportation_024_single,transportation,videocrafter,wan21,0,0,,,0,0,0
1291,transportation_025_single,transportation,jimeng,sora2,0,0,,,0,0,0
1292,transportation_025_single,transportation,jimeng,vidu,0,0,,,0,0,0
1293,transportation_025_single,transportation,jimeng,wan21,0,0,,,0,0,0
1294,transportation_025_single,transportation,sora2,vidu,0,0,,,0,0,0
1295,transportation_025_single,transportation,sora2,wan21,0,0,,,0,0,0
1296,transportation_025_single,transportation,vidu,wan21,0,0,,,0,0,0
1297,transportation_027_single,transportation,cogfun,videocrafter,0,0,,,0,0,0
1298,transportation_028_single,transportation,vidu,wan21,0,0,,,0,0,0
1299,transportation_029_single,transportation,cogvideo5b,wan21,0,0,,,0,0,0
1300,transportation_030_multi,transportation,cogfun,cogvideo5b,0,0,,,0,0,0
1301,transportation_031_multi,transportation,kling,wan21,0,0,,,0,0,0
1302,transportation_031_single,transportation,cogfun,videocrafter,0,0,,,0,0,0
1303,transportation_032_single,transportation,cogvideo5b,videocrafter,0,0,,,0,0,0
1304,transportation_032_single,transportation,cogvideo5b,wan21,0,0,,,0,0,0
1305,transportation_032_single,transportation,videocrafter,wan21,0,0,,,0,0,0
1306,transportation_033_multi,transportation,cogfun,jimeng,0,0,,,0,0,0
1307,transportation_033_single,transportation,cogvideo5b,videocrafter,0,0,,,0,0,0
1308,transportation_034_single,transportation,videocrafter,vidu,0,0,,,0,0,0
1309,transportation_035_single,transportation,jimeng,sora2,0,0,,,0,0,0
1310,transportation_037_multi,transportation,cogfun,cogvideo5b,0,0,,,0,0,0
1311,transportation_037_multi,transportation,cogfun,videocrafter,0,0,,,0,0,0
1312,transportation_037_multi,transportation,cogfun,vidu,0,0,,,0,0,0
1313,transportation_037_multi,transportation,cogvideo5b,videocrafter,0,0,,,0,0,0
1314,transportation_037_multi,transportation,cogvideo5b,vidu,0,0,,,0,0,0
1315,transportation_037_multi,transportation,videocrafter,vidu,0,0,,,0,0,0
1316,transportation_037_single,transportation,vidu,wan21,0,0,,,0,0,0
1317,transportation_038_single,transportation,cogfun,cogvideo5b,0,0,,,0,0,0
1318,transportation_038_single,transportation,cogfun,kling,0,0,,,0,0,0
1319,transportation_038_single,transportation,cogvideo5b,kling,0,0,,,0,0,0
1320,transportation_039_multi,transportation,cogvideo5b,wan21,0,0,,,0,0,0
1321,transportation_039_single,transportation,cogvideo5b,kling,0,0,,,0,0,0
1322,transportation_040_single,transportation,cogfun,cogvideo5b,0,0,,,0,0,0
1323,transportation_042_multi,transportation,cogfun,videocrafter,0,0,,,0,0,0
1324,transportation_042_multi,transportation,cogfun,vidu,0,0,,,0,0,0
1325,transportation_042_multi,transportation,videocrafter,vidu,0,0,,,0,0,0
1326,transportation_042_single,transportation,cogvideo5b,vidu,0,0,,,0,0,0
1327,transportation_042_single,transportation,cogvideo5b,wan21,0,0,,,0,0,0
1328,transportation_042_single,transportation,vidu,wan21,0,0,,,0,0,0
1329,transportation_044_single,transportation,cogvideo5b,vidu,0,0,,,0,0,0
1330,transportation_045_multi,transportation,kling,videocrafter,0,0,,,0,0,0
1331,transportation_045_multi,transportation,kling,wan21,0,0,,,0,0,0
1332,transportation_045_multi,transportation,videocrafter,wan21,0,0,,,0,0,0
1333,transportation_047_single,transportation,cogfun,videocrafter,0,0,,,0,0,0
1334,transportation_047_single,transportation,cogfun,vidu,0,0,,,0,0,0
1335,transportation_047_single,transportation,videocrafter,vidu,0,0,,,0,0,0
1336,transportation_048_single,transportation,cogfun,cogvideo5b,0,0,,,0,0,0
1337,transportation_056_single,transportation,cogvideo5b,videocrafter,0,0,,,0,0,0
1338,transportation_056_single,transportation,cogvideo5b,vidu,0,0,,,0,0,0
1339,transportation_056_single,transportation,videocrafter,vidu,0,0,,,0,0,0
1340,transportation_057_single,transportation,kling,videocrafter,0,0,,,0,0,0
1341,transportation_057_single,transportation,kling,wan21,0,0,,,0,0,0
1342,transportation_057_single,transportation,videocrafter,wan21,0,0,,,0,0,0
1343,transportation_058_single,transportation,cogfun,cogvideo5b,0,0,,,0,0,0
1344,transportation_058_single,transportation,cogfun,vidu,0,0,,,0,0,0
1345,transportation_058_single,transportation,cogfun,wan21,0,0,,,0,0,0
1346,transportation_058_single,transportation,cogvideo5b,vidu,0,0,,,0,0,0
1347,transportation_058_single,transportation,cogvideo5b,wan21,0,0,,,0,0,0
1348,transportation_058_single,transportation,vidu,wan21,0,0,,,0,0,0
1349,transportation_059_single,transportation,cogvideo5b,vidu,0,0,,,0,0,0
1350,transportation_059_single,transportation,cogvideo5b,wan21,0,0,,,0,0,0
1351,transportation_059_single,transportation,vidu,wan21,0,0,,,0,0,0
1352,transportation_060_single,transportation,kling,videocrafter,0,0,,,0,0,0
1353,transportation_060_single,transportation,kling,wan21,0,0,,,0,0,0
1354,transportation_060_single,transportation,videocrafter,wan21,0,0,,,0,0,0
1355,transportation_061_single,transportation,cogvideo5b,vidu,0,0,,,0,0,0
1356,transportation_064_single,transportation,videocrafter,vidu,0,0,,,0,0,0
1357,transportation_066_single,transportation,cogvideo5b,jimeng,0,0,,,0,0,0
1358,transportation_066_single,transportation,cogvideo5b,videocrafter,0,0,,,0,0,0
1359,transportation_066_single,transportation,jimeng,videocrafter,0,0,,,0,0,0
1360,transportation_068_single,transportation,cogvideo5b,jimeng,0,0,,,0,0,0
1361,transportation_068_single,transportation,cogvideo5b,kling,0,0,,,0,0,0
1362,transportation_068_single,transportation,cogvideo5b,sora2,0,0,,,0,0,0
1363,transportation_068_single,transportation,jimeng,kling,0,0,,,0,0,0
1364,transportation_068_single,transportation,jimeng,sora2,0,0,,,0,0,0
1365,transportation_068_single,transportation,kling,sora2,0,0,,,0,0,0
1366,transportation_069_single,transportation,cogvideo5b,videocrafter,0,0,,,0,0,0
1367,transportation_069_single,transportation,cogvideo5b,wan21,0,0,,,0,0,0
1368,transportation_069_single,transportation,videocrafter,wan21,0,0,,,0,0,0
1369,transportation_071_single,transportation,cogfun,cogvideo5b,0,0,,,0,0,0
1370,transportation_071_single,transportation,cogfun,wan21,0,0,,,0,0,0
1371,transportation_071_single,transportation,cogvideo5b,wan21,0,0,,,0,0,0
1372,transportation_072_single,transportation,cogvideo5b,jimeng,0,0,,,0,0,0
1373,transportation_074_single,transportation,jimeng,kling,0,0,,,0,0,0
1374,transportation_074_single,transportation,jimeng,sora2,0,0,,,0,0,0
1375,transportation_074_single,transportation,jimeng,vidu,0,0,,,0,0,0
1376,transportation_074_single,transportation,kling,sora2,0,0,,,0,0,0
1377,transportation_074_single,transportation,kling,vidu,0,0,,,0,0,0
1378,transportation_074_single,transportation,sora2,vidu,0,0,,,0,0,0
1379,transportation_075_single,transportation,cogvideo5b,jimeng,0,0,,,0,0,0
1380,transportation_075_single,transportation,cogvideo5b,wan21,0,0,,,0,0,0
1381,transportation_075_single,transportation,jimeng,wan21,0,0,,,0,0,0
1382,transportation_077_single,transportation,jimeng,sora2,0,0,,,0,0,0
1383,transportation_078_single,transportation,cogfun,cogvideo5b,0,0,,,0,0,0
1384,transportation_080_single,transportation,vidu,wan21,0,0,,,0,0,0
1385,transportation_081_single,transportation,cogfun,wan21,0,0,,,0,0,0
1386,transportation_082_single,transportation,cogfun,videocrafter,0,0,,,0,0,0
1387,transportation_083_single,transportation,cogfun,cogvideo5b,0,0,,,0,0,0
1388,transportation_083_single,transportation,cogfun,vidu,0,0,,,0,0,0
1389,transportation_083_single,transportation,cogvideo5b,vidu,0,0,,,0,0,0
1390,transportation_084_single,transportation,cogfun,kling,0,0,,,0,0,0
1391,transportation_084_single,transportation,cogfun,wan21,0,0,,,0,0,0
1392,transportation_084_single,transportation,kling,wan21,0,0,,,0,0,0
1393,transportation_085_single,transportation,cogfun,cogvideo5b,0,0,,,0,0,0
1394,transportation_085_single,transportation,cogfun,wan21,0,0,,,0,0,0
1395,transportation_085_single,transportation,cogvideo5b,wan21,0,0,,,0,0,0
1396,transportation_086_single,transportation,cogvideo5b,videocrafter,0,0,,,0,0,0
1397,transportation_086_single,transportation,cogvideo5b,vidu,0,0,,,0,0,0
1398,transportation_086_single,transportation,videocrafter,vidu,0,0,,,0,0,0
1399,transportation_088_single,transportation,cogvideo5b,vidu,0,0,,,0,0,0
1400,transportation_090_single,transportation,cogfun,vidu,0,0,,,0,0,0
1401,transportation_092_single,transportation,cogfun,vidu,0,0,,,0,0,0
1402,transportation_095_single,transportation,videocrafter,wan21,0,0,,,0,0,0
1403,transportation_096_single,transportation,cogfun,cogvideo5b,0,0,,,0,0,0
1404,transportation_096_single,transportation,cogfun,jimeng,0,0,,,0,0,0
1405,transportation_096_single,transportation,cogfun,wan21,0,0,,,0,0,0
1406,transportation_096_single,transportation,cogvideo5b,jimeng,0,0,,,0,0,0
1407,transportation_096_single,transportation,cogvideo5b,wan21,0,0,,,0,0,0
1408,transportation_096_single,transportation,jimeng,wan21,0,0,,,0,0,0
1409,transportation_098_single,transportation,cogvideo5b,videocrafter,0,0,,,0,0,0
